Titre,lien_wikipedia,annee,url_imdb,url_allocine
La Cage dorée,"https://fr.wikipedia.org/wiki/La_Cage_dor%C3%A9e_(film,_2013)",2013,https://www.imdb.com/title/tt2261749,https://www.allocine.fr/film/fichefilm_gen_cfilm=109860.html
Alceste à bicyclette,https://fr.wikipedia.org/wiki/Alceste_%C3%A0_bicyclette,2013,https://www.imdb.com/title/tt2207050,https://www.allocine.fr/film/fichefilm_gen_cfilm=204773.html
Vive la France,"https://fr.wikipedia.org/wiki/Vive_la_France_(film,_2013)",2013,https://www.imdb.com/title/tt2293138,https://www.allocine.fr/film/fichefilm_gen_cfilm=196958.html
Möbius,https://fr.wikipedia.org/wiki/M%C3%B6bius_(film),2013,https://www.imdb.com/title/tt2106550,https://www.allocine.fr/film/fichefilm_gen_cfilm=197303.html
Sur le chemin de l'école,https://fr.wikipedia.org/wiki/Sur_le_chemin_de_l%27%C3%A9cole,2013,https://www.imdb.com/title/tt3013258,https://www.allocine.fr/film/fichefilm_gen_cfilm=210112.html
Paulette,https://fr.wikipedia.org/wiki/Paulette_(film),2013,https://www.imdb.com/title/tt2215395,https://www.allocine.fr/film/fichefilm_gen_cfilm=201026.html
La Vie d'Adèle : Chapitres 1 et 2,https://fr.wikipedia.org/wiki/La_Vie_d%27Ad%C3%A8le_:_Chapitres_1_et_2,2013,https://www.imdb.com/title/tt2278871,https://www.allocine.fr/film/fichefilm_gen_cfilm=203302.html
100% cachemire,https://fr.wikipedia.org/wiki/100%25_cachemire,2013,https://www.imdb.com/title/tt2319018,https://www.allocine.fr/film/fichefilm_gen_cfilm=203587.html
11.6,https://fr.wikipedia.org/wiki/11.6,2013,https://www.imdb.com/title/tt2655788,https://www.allocine.fr/film/fichefilm_gen_cfilm=209859.html
12 ans d'âge,https://fr.wikipedia.org/wiki/12_ans_d%27%C3%A2ge,2013,https://www.imdb.com/title/tt2979414,https://www.allocine.fr/film/fichefilm_gen_cfilm=214609.html
16 ans ou presque,https://fr.wikipedia.org/wiki/16_ans_ou_presque,2013,https://www.imdb.com/title/tt2947742,https://www.allocine.fr/film/fichefilm_gen_cfilm=212754.html
Deux automnes trois hivers,https://fr.wikipedia.org/wiki/Deux_automnes_trois_hivers,2013,https://www.imdb.com/title/tt2871116,https://www.allocine.fr/film/fichefilm_gen_cfilm=220994.html
3x3D,https://fr.wikipedia.org/wiki/3x3D,2013,https://www.imdb.com/title/tt2693702,NA
Abus de faiblesse,https://fr.wikipedia.org/wiki/Abus_de_faiblesse_(film),2013,https://www.imdb.com/title/tt2418372,https://www.allocine.fr/film/fichefilm_gen_cfilm=201599.html
Adieu Paris,"https://fr.wikipedia.org/wiki/Adieu_Paris_(film,_2013)",2013,https://www.imdb.com/title/tt2094990,https://www.allocine.fr/film/fichefilm_gen_cfilm=218405.html
Les Sorcières de Zugarramurdi,https://fr.wikipedia.org/wiki/Les_Sorci%C3%A8res_de_Zugarramurdi,2013,https://www.imdb.com/title/tt2404738,https://www.allocine.fr/film/fichefilm_gen_cfilm=212707.html
À ciel ouvert,https://fr.wikipedia.org/wiki/%C3%80_ciel_ouvert,2013,https://www.imdb.com/title/tt3150912,https://www.allocine.fr/film/fichefilm_gen_cfilm=220024.html
Cadences obstinées,https://fr.wikipedia.org/wiki/Cadences_obstin%C3%A9es,2013,https://www.imdb.com/title/tt2589070,https://www.allocine.fr/film/fichefilm_gen_cfilm=216916.html
L'amour est un crime parfait,https://fr.wikipedia.org/wiki/L%27amour_est_un_crime_parfait,2013,https://www.imdb.com/title/tt3103576,https://www.allocine.fr/film/fichefilm_gen_cfilm=218186.html
Lulu femme nue,https://fr.wikipedia.org/wiki/Lulu_femme_nue_(film),2013,https://www.imdb.com/title/tt2593230,https://www.allocine.fr/film/fichefilm_gen_cfilm=220725.html
Une autre vie,https://fr.wikipedia.org/wiki/Une_autre_vie_(film),2013,https://www.imdb.com/title/tt2700582,https://www.allocine.fr/film/fichefilm_gen_cfilm=213698.html
Rock the Casbah,https://fr.wikipedia.org/wiki/Rock_the_Casbah_(film),2013,https://www.imdb.com/title/tt2524568,https://www.allocine.fr/film/fichefilm_gen_cfilm=214532.html
Passer l'hiver,https://fr.wikipedia.org/w/index.php?title=Passer_l%27hiver&action=edit&redlink=1,2013,NA,NA
Afrik'aïoli,https://fr.wikipedia.org/wiki/Afrik%27a%C3%AFoli,2013,https://www.imdb.com/title/tt2258042,https://www.allocine.fr/film/fichefilm_gen_cfilm=221571.html
"Moi, moche et méchant 2","https://fr.wikipedia.org/wiki/Moi,_moche_et_m%C3%A9chant_2",2013,https://www.imdb.com/title/tt1690953,https://www.allocine.fr/film/fichefilm_gen_cfilm=190299.html
L'Inconnu du lac,https://fr.wikipedia.org/wiki/L%27Inconnu_du_lac,2013,https://www.imdb.com/title/tt2852458,https://www.allocine.fr/film/fichefilm_gen_cfilm=212434.html
Gare du Nord,https://fr.wikipedia.org/wiki/Gare_du_Nord_(film),2013,https://www.imdb.com/title/tt3067878,https://www.allocine.fr/film/fichefilm_gen_cfilm=213993.html
Le Temps de l'aventure,https://fr.wikipedia.org/wiki/Le_Temps_de_l%27aventure,2013,https://www.imdb.com/title/tt2659190,https://www.allocine.fr/film/fichefilm_gen_cfilm=206812.html
La Jalousie,"https://fr.wikipedia.org/wiki/La_Jalousie_(film,_2013)",2013,https://www.imdb.com/title/tt2511670,https://www.allocine.fr/film/fichefilm_gen_cfilm=220251.html
Grand Central,https://fr.wikipedia.org/wiki/Grand_Central_(film),2013,https://www.imdb.com/title/tt2835548,https://www.allocine.fr/film/fichefilm_gen_cfilm=206128.html
La Fille du 14 juillet,https://fr.wikipedia.org/wiki/La_Fille_du_14_juillet,2013,https://www.imdb.com/title/tt2846972,https://www.allocine.fr/film/fichefilm_gen_cfilm=220641.html
La Vénus à la fourrure,https://fr.wikipedia.org/wiki/La_V%C3%A9nus_%C3%A0_la_fourrure_(film),2013,https://www.imdb.com/title/tt2406252,https://www.allocine.fr/film/fichefilm_gen_cfilm=213080.html
Pas très normales activités,https://fr.wikipedia.org/wiki/Pas_tr%C3%A8s_normales_activit%C3%A9s,2013,https://www.imdb.com/title/tt2597216,https://www.allocine.fr/film/fichefilm_gen_cfilm=207786.html
À coup sûr,https://fr.wikipedia.org/wiki/%C3%80_coup_s%C3%BBr,2014,https://www.imdb.com/title/tt2545186,https://www.allocine.fr/film/fichefilm_gen_cfilm=209675.html
Belle comme la femme d'un autre,https://fr.wikipedia.org/wiki/Belle_comme_la_femme_d%27un_autre,2014,https://www.imdb.com/title/tt2577876,https://www.allocine.fr/film/fichefilm_gen_cfilm=216298.html
Divin Enfant,https://fr.wikipedia.org/wiki/Divin_Enfant_(film),2014,https://www.imdb.com/title/tt2493728,https://www.allocine.fr/film/fichefilm_gen_cfilm=217030.html
Jamais le premier soir,https://fr.wikipedia.org/wiki/Jamais_le_premier_soir,2014,https://www.imdb.com/title/tt2912974,https://www.allocine.fr/film/fichefilm_gen_cfilm=219617.html
Le Jeu de la vérité,"https://fr.wikipedia.org/wiki/Le_Jeu_de_la_v%C3%A9rit%C3%A9_(film,_2014)",2014,https://www.imdb.com/title/tt3433668,https://www.allocine.fr/film/fichefilm_gen_cfilm=222883.html
Piégé,"https://fr.wikipedia.org/wiki/Pi%C3%A9g%C3%A9_(film,_2014)",2014,https://www.imdb.com/title/tt2851314,https://www.allocine.fr/film/fichefilm_gen_cfilm=219319.html
Prêt à tout,https://fr.wikipedia.org/wiki/Pr%C3%AAt_%C3%A0_tout_(film),2014,https://www.imdb.com/title/tt2442502,https://www.allocine.fr/film/fichefilm_gen_cfilm=209312.html
Yves Saint Laurent,https://fr.wikipedia.org/wiki/Yves_Saint_Laurent_(film),2014,https://www.imdb.com/title/tt2707858,https://www.allocine.fr/film/fichefilm_gen_cfilm=217634.html
Babysitting,https://fr.wikipedia.org/wiki/Babysitting_(film),2014,https://www.imdb.com/title/tt3013602,https://www.allocine.fr/film/fichefilm_gen_cfilm=222512.html
Situation amoureuse : c'est compliqué,https://fr.wikipedia.org/wiki/Situation_amoureuse_:_c%27est_compliqu%C3%A9,2014,https://www.imdb.com/title/tt3202408,https://www.allocine.fr/film/fichefilm_gen_cfilm=222096.html
Libre et assoupi,https://fr.wikipedia.org/wiki/Libre_et_assoupi,2014,https://www.imdb.com/title/tt2922440,https://www.allocine.fr/film/fichefilm_gen_cfilm=221488.html
Supercondriaque,https://fr.wikipedia.org/wiki/Supercondriaque,2014,https://www.imdb.com/title/tt3421514,https://www.allocine.fr/film/fichefilm_gen_cfilm=212120.html
Non-Stop,https://fr.wikipedia.org/wiki/Non-Stop,2014,https://www.imdb.com/title/tt2024469,https://www.allocine.fr/film/fichefilm_gen_cfilm=196467.html
Week-ends,https://fr.wikipedia.org/wiki/Week-ends_(film),2014,https://www.imdb.com/title/tt3230092,https://www.allocine.fr/film/fichefilm_gen_cfilm=222418.html
L'amour est un crime parfait,https://fr.wikipedia.org/wiki/L%27amour_est_un_crime_parfait,2014,https://www.imdb.com/title/tt3103576,https://www.allocine.fr/film/fichefilm_gen_cfilm=218186.html
Comme des lions de pierre à l'entrée de la nuit,https://fr.wikipedia.org/wiki/Comme_des_lions_de_pierre_%C3%A0_l%27entr%C3%A9e_de_la_nuit,2014,https://www.imdb.com/title/tt2248723,NA
Belle comme la femme d'un autre,https://fr.wikipedia.org/wiki/Belle_comme_la_femme_d%27un_autre,2014,https://www.imdb.com/title/tt2577876,https://www.allocine.fr/film/fichefilm_gen_cfilm=216298.html
L'Homme aux serpents,https://fr.wikipedia.org/w/index.php?title=L%27Homme_aux_serpents&action=edit&redlink=1,2014,NA,NA
Cristo Rey,"https://fr.wikipedia.org/wiki/Cristo_Rey_(film,_2014)",2014,https://www.imdb.com/title/tt3118706,https://www.allocine.fr/film/fichefilm_gen_cfilm=225008.html
Le cinéma français se porte bien,https://fr.wikipedia.org/wiki/Le_cin%C3%A9ma_fran%C3%A7ais_se_porte_bien,2014,https://www.imdb.com/title/tt2847152,NA
Les Petits Gars de la campagne,https://fr.wikipedia.org/w/index.php?title=Les_Petits_Gars_de_la_campagne&action=edit&redlink=1,2014,NA,NA
Minuscule : La Vallée des fourmis perdues,https://fr.wikipedia.org/wiki/Minuscule_:_La_Vall%C3%A9e_des_fourmis_perdues,2014,https://www.imdb.com/title/tt2368672,https://www.allocine.fr/film/fichefilm_gen_cfilm=197310.html
Jacky au royaume des filles,https://fr.wikipedia.org/wiki/Jacky_au_royaume_des_filles,2014,https://www.imdb.com/title/tt2382422,https://www.allocine.fr/film/fichefilm_gen_cfilm=208007.html
Nymphomaniac : Volume 2,https://fr.wikipedia.org/wiki/Nymphomaniac,2014,https://www.imdb.com/title/tt2382009,https://www.allocine.fr/film/fichefilm_gen_cfilm=222021.html
Chic !,https://fr.wikipedia.org/wiki/Chic_!,2015,https://www.imdb.com/title/tt3592176,https://www.allocine.fr/film/fichefilm_gen_cfilm=227273.html
Valentin Valentin,https://fr.wikipedia.org/wiki/Valentin_Valentin,2015,https://www.imdb.com/title/tt3504830,https://www.allocine.fr/film/fichefilm_gen_cfilm=226772.html
108 Rois-Démons,https://fr.wikipedia.org/wiki/108_Rois-D%C3%A9mons,2015,https://www.imdb.com/title/tt3433622,https://www.allocine.fr/film/fichefilm_gen_cfilm=229371.html
Louise,"https://fr.wikipedia.org/wiki/Louise_(film,_2015)",2015,https://www.imdb.com/title/tt4514598,NA
Vingt et une nuits avec Pattie,https://fr.wikipedia.org/wiki/Vingt_et_une_nuits_avec_Pattie,2015,https://www.imdb.com/title/tt4022440,https://www.allocine.fr/film/fichefilm_gen_cfilm=231598.html
À court d'enfants,https://fr.wikipedia.org/wiki/%C3%80_court_d%27enfants,2015,https://www.imdb.com/title/tt3233156,https://www.allocine.fr/film/fichefilm_gen_cfilm=237341.html
Les Nouvelles Aventures d'Aladin,https://fr.wikipedia.org/wiki/Les_Nouvelles_Aventures_d%27Aladin,2015,https://www.imdb.com/title/tt4466864,https://www.allocine.fr/film/fichefilm_gen_cfilm=228897.html
Les Profs 2,https://fr.wikipedia.org/wiki/Les_Profs_2,2015,https://www.imdb.com/title/tt3713944,https://www.allocine.fr/film/fichefilm_gen_cfilm=224323.html
Babysitting 2,https://fr.wikipedia.org/wiki/Babysitting_2,2015,https://www.imdb.com/title/tt4400058,https://www.allocine.fr/film/fichefilm_gen_cfilm=232321.html
Papa ou Maman,https://fr.wikipedia.org/wiki/Papa_ou_Maman,2015,https://www.imdb.com/title/tt4080672,https://www.allocine.fr/film/fichefilm_gen_cfilm=228537.html
Taken 3,https://fr.wikipedia.org/wiki/Taken_3,2015,https://www.imdb.com/title/tt2446042,https://www.allocine.fr/film/fichefilm_gen_cfilm=214007.html
Pourquoi j'ai pas mangé mon père,https://fr.wikipedia.org/wiki/Pourquoi_j%27ai_pas_mang%C3%A9_mon_p%C3%A8re,2015,https://www.imdb.com/title/tt1220911,https://www.allocine.fr/film/fichefilm_gen_cfilm=57732.html
Le Petit Prince,"https://fr.wikipedia.org/wiki/Le_Petit_Prince_(film,_2015)",2015,https://www.imdb.com/title/tt1754656,https://www.allocine.fr/film/fichefilm_gen_cfilm=178545.html
Belle et Sébastien : L'aventure continue,https://fr.wikipedia.org/wiki/Belle_et_S%C3%A9bastien_:_L%27aventure_continue,2015,https://www.imdb.com/title/tt4083850,https://www.allocine.fr/film/fichefilm_gen_cfilm=229128.html
Bis,https://fr.wikipedia.org/wiki/Bis_(film),2015,https://www.imdb.com/title/tt4024546,https://www.allocine.fr/film/fichefilm_gen_cfilm=224790.html
Le Dernier Loup,https://fr.wikipedia.org/wiki/Le_Dernier_Loup,2015,https://www.imdb.com/title/tt2909116,https://www.allocine.fr/film/fichefilm_gen_cfilm=171577.html
"Connasse, princesse des cœurs","https://fr.wikipedia.org/wiki/Connasse,_princesse_des_c%C5%93urs",2015,https://www.imdb.com/title/tt4466362,https://www.allocine.fr/film/fichefilm_gen_cfilm=232095.html
Le Grand Partage,https://fr.wikipedia.org/wiki/Le_Grand_Partage,2015,https://www.imdb.com/title/tt1659611,https://www.allocine.fr/film/fichefilm_gen_cfilm=231919.html
Marguerite,"https://fr.wikipedia.org/wiki/Marguerite_(film,_2015)",2015,https://www.imdb.com/title/tt4428788,https://www.allocine.fr/film/fichefilm_gen_cfilm=235197.html
La Loi du marché,https://fr.wikipedia.org/wiki/La_Loi_du_march%C3%A9,2015,https://www.imdb.com/title/tt4428814,https://www.allocine.fr/film/fichefilm_gen_cfilm=233913.html
A Love You,https://fr.wikipedia.org/wiki/A_Love_You,2015,https://www.imdb.com/title/tt4384186,https://www.allocine.fr/film/fichefilm_gen_cfilm=234179.html
À peine j'ouvre les yeux,https://fr.wikipedia.org/wiki/%C3%80_peine_j%27ouvre_les_yeux,2015,https://www.imdb.com/title/tt4400174,https://www.allocine.fr/film/fichefilm_gen_cfilm=235875.html
À trois on y va,https://fr.wikipedia.org/wiki/%C3%80_trois_on_y_va,2015,https://www.imdb.com/title/tt3817962,https://www.allocine.fr/film/fichefilm_gen_cfilm=229702.html
Adama,"https://fr.wikipedia.org/wiki/Adama_(film,_2015)",2015,https://www.imdb.com/title/tt3011816,https://www.allocine.fr/film/fichefilm_gen_cfilm=231601.html
Alaska,"https://fr.wikipedia.org/wiki/Alaska_(film,_2015)",2015,https://www.imdb.com/title/tt2290397,https://www.allocine.fr/film/fichefilm_gen_cfilm=241393.html
Amnesia,"https://fr.wikipedia.org/wiki/Amnesia_(film,_2015)",2015,https://www.imdb.com/title/tt3774092,https://www.allocine.fr/film/fichefilm_gen_cfilm=226795.html
Les Anarchistes,https://fr.wikipedia.org/wiki/Les_Anarchistes_(film),2015,https://www.imdb.com/title/tt4466336,https://www.allocine.fr/film/fichefilm_gen_cfilm=228249.html
Antigang,https://fr.wikipedia.org/wiki/Antigang_(film),2015,https://www.imdb.com/title/tt4232610,https://www.allocine.fr/film/fichefilm_gen_cfilm=236025.html
Le Transporteur : Héritage,https://fr.wikipedia.org/wiki/Le_Transporteur_:_H%C3%A9ritage,2015,https://www.imdb.com/title/tt2938956,https://www.allocine.fr/film/fichefilm_gen_cfilm=221579.html
La Montagne magique,"https://fr.wikipedia.org/wiki/La_Montagne_magique_(film_d%27Anca_Damian,_2015)",2015,https://www.imdb.com/title/tt4688658,https://www.allocine.fr/film/fichefilm_gen_cfilm=234238.html
Mune : Le Gardien de la Lune,https://fr.wikipedia.org/wiki/Mune_:_Le_Gardien_de_la_Lune,2015,https://www.imdb.com/title/tt3858372,https://www.allocine.fr/film/fichefilm_gen_cfilm=227216.html
Mustang,https://fr.wikipedia.org/wiki/Mustang_(film),2015,https://www.imdb.com/title/tt3966404,https://www.allocine.fr/film/fichefilm_gen_cfilm=228825.html
Les Oiseaux de passage,"https://fr.wikipedia.org/wiki/Les_Oiseaux_de_passage_(film,_2015)",2015,https://www.imdb.com/title/tt4545832,https://www.allocine.fr/film/fichefilm_gen_cfilm=244093.html
Le Grand Jeu,"https://fr.wikipedia.org/wiki/Le_Grand_Jeu_(film,_2015)",2015,https://www.imdb.com/title/tt4333408,https://www.allocine.fr/film/fichefilm_gen_cfilm=232217.html
Asphalte,"https://fr.wikipedia.org/wiki/Asphalte_(film,_2015)",2015,https://www.imdb.com/title/tt4357368,https://www.allocine.fr/film/fichefilm_gen_cfilm=231552.html
Boomerang,"https://fr.wikipedia.org/wiki/Boomerang_(film,_2015)",2015,https://www.imdb.com/title/tt3582040,https://www.allocine.fr/film/fichefilm_gen_cfilm=221654.html
La Vache,"https://fr.wikipedia.org/wiki/La_Vache_(film,_2016)",2016,https://www.imdb.com/title/tt4505208,https://www.allocine.fr/film/fichefilm_gen_cfilm=236418.html
Joséphine s'arrondit,https://fr.wikipedia.org/wiki/Jos%C3%A9phine_s%27arrondit,2016,https://www.imdb.com/title/tt4741686,https://www.allocine.fr/film/fichefilm_gen_cfilm=231740.html
Marseille,"https://fr.wikipedia.org/wiki/Marseille_(film,_2016)",2016,https://www.imdb.com/title/tt4523050,https://www.allocine.fr/film/fichefilm_gen_cfilm=232393.html
Le Convoi,"https://fr.wikipedia.org/wiki/Le_Convoi_(film,_2016)",2016,https://www.imdb.com/title/tt4117206,https://www.allocine.fr/film/fichefilm_gen_cfilm=231599.html
Belgica,https://fr.wikipedia.org/wiki/Belgica_(film),2016,https://www.imdb.com/title/tt3544218,https://www.allocine.fr/film/fichefilm_gen_cfilm=227242.html
Les Saisons,https://fr.wikipedia.org/wiki/Les_Saisons_(film),2016,https://www.imdb.com/title/tt4283358,https://www.allocine.fr/film/fichefilm_gen_cfilm=228541.html
Baden Baden,https://fr.wikipedia.org/wiki/Baden_Baden_(film),2016,https://www.imdb.com/title/tt4216890,https://www.allocine.fr/film/fichefilm_gen_cfilm=236586.html
Les Tuche 2 : Le Rêve américain,https://fr.wikipedia.org/wiki/Les_Tuche_2_:_Le_R%C3%AAve_am%C3%A9ricain,2016,https://www.imdb.com/title/tt4926538,https://www.allocine.fr/film/fichefilm_gen_cfilm=231178.html
"Dofus, livre 1 : Julith","https://fr.wikipedia.org/wiki/Dofus,_livre_1_:_Julith",2016,https://www.imdb.com/title/tt4731504,https://www.allocine.fr/film/fichefilm_gen_cfilm=228533.html
Chocolat,"https://fr.wikipedia.org/wiki/Chocolat_(film,_2016)",2016,https://www.imdb.com/title/tt4400038,https://www.allocine.fr/film/fichefilm_gen_cfilm=217656.html
Pattaya,https://fr.wikipedia.org/wiki/Pattaya_(film),2016,https://www.imdb.com/title/tt4531694,https://www.allocine.fr/film/fichefilm_gen_cfilm=227369.html
Illégitime,https://fr.wikipedia.org/wiki/Ill%C3%A9gitime_(film),2016,https://www.imdb.com/title/tt5002394,https://www.allocine.fr/film/fichefilm_gen_cfilm=244640.html
L'Avenir,https://fr.wikipedia.org/wiki/L%27Avenir_(film),2016,https://www.imdb.com/title/tt4120176,https://www.allocine.fr/film/fichefilm_gen_cfilm=233500.html
Saint Amour,https://fr.wikipedia.org/wiki/Saint_Amour_(film),2016,https://www.imdb.com/title/tt4589186,https://www.allocine.fr/film/fichefilm_gen_cfilm=235769.html
Solange et les Vivants,https://fr.wikipedia.org/wiki/Solange_et_les_Vivants,2016,https://www.imdb.com/title/tt4023430,https://www.allocine.fr/film/fichefilm_gen_cfilm=243603.html
Au nom de ma fille,https://fr.wikipedia.org/wiki/Au_nom_de_ma_fille_(film),2016,https://www.imdb.com/title/tt4228810,https://www.allocine.fr/film/fichefilm_gen_cfilm=231971.html
Médecin de campagne,https://fr.wikipedia.org/wiki/M%C3%A9decin_de_campagne,2016,https://www.imdb.com/title/tt5078326,https://www.allocine.fr/film/fichefilm_gen_cfilm=235156.html
La Dream Team,https://fr.wikipedia.org/wiki/La_Dream_Team,2016,https://www.imdb.com/title/tt4676238,https://www.allocine.fr/film/fichefilm_gen_cfilm=242269.html
Quand on a 17 ans,https://fr.wikipedia.org/wiki/Quand_on_a_17_ans,2016,https://www.imdb.com/title/tt4331970,https://www.allocine.fr/film/fichefilm_gen_cfilm=229870.html
Les Visiteurs : La Révolution,https://fr.wikipedia.org/wiki/Les_Visiteurs_:_La_R%C3%A9volution,2016,https://www.imdb.com/title/tt2441982,https://www.allocine.fr/film/fichefilm_gen_cfilm=221713.html
D'une pierre deux coups,https://fr.wikipedia.org/wiki/D%27une_pierre_deux_coups,2016,https://www.imdb.com/title/tt4505122,NA
Fui Banquero,https://fr.wikipedia.org/wiki/Fui_Banquero,2016,https://www.imdb.com/title/tt5091600,https://www.allocine.fr/film/fichefilm_gen_cfilm=245835.html
Le Fils de Joseph,https://fr.wikipedia.org/wiki/Le_Fils_de_Joseph,2016,https://www.imdb.com/title/tt4741774,https://www.allocine.fr/film/fichefilm_gen_cfilm=243225.html
Adopte un veuf,https://fr.wikipedia.org/wiki/Adopte_un_veuf,2016,https://www.imdb.com/title/tt4857596,https://www.allocine.fr/film/fichefilm_gen_cfilm=239056.html
Les Malheurs de Sophie,"https://fr.wikipedia.org/wiki/Les_Malheurs_de_Sophie_(film,_2016)",2016,https://www.imdb.com/title/tt4428740,https://www.allocine.fr/film/fichefilm_gen_cfilm=234318.html
Le Potager de mon grand-père,https://fr.wikipedia.org/wiki/Le_Potager_de_mon_grand-p%C3%A8re,2016,https://www.imdb.com/title/tt5435740,https://www.allocine.fr/film/fichefilm_gen_cfilm=243350.html
Un homme à la hauteur,https://fr.wikipedia.org/wiki/Un_homme_%C3%A0_la_hauteur,2016,https://www.imdb.com/title/tt4699388,https://www.allocine.fr/film/fichefilm_gen_cfilm=235380.html
Folles de joie,https://fr.wikipedia.org/wiki/Folles_de_joie,2016,https://www.imdb.com/title/tt4621872,https://www.allocine.fr/film/fichefilm_gen_cfilm=241701.html
La Tortue rouge,https://fr.wikipedia.org/wiki/La_Tortue_rouge,2016,https://www.imdb.com/title/tt3666024,https://www.allocine.fr/film/fichefilm_gen_cfilm=243780.html
L'Effet aquatique,https://fr.wikipedia.org/wiki/L%27Effet_aquatique,2016,https://www.imdb.com/title/tt4161564,https://www.allocine.fr/film/fichefilm_gen_cfilm=240105.html
Elle,"https://fr.wikipedia.org/wiki/Elle_(film,_2016)",2016,https://www.imdb.com/title/tt3716530,https://www.allocine.fr/film/fichefilm_gen_cfilm=231874.html
Une saison pour Maurice Pons,https://fr.wikipedia.org/w/index.php?title=Une_saison_pour_Maurice_Pons&action=edit&redlink=1,2016,NA,NA
Retour chez ma mère,https://fr.wikipedia.org/wiki/Retour_chez_ma_m%C3%A8re,2016,https://www.imdb.com/title/tt5115024,https://www.allocine.fr/film/fichefilm_gen_cfilm=243501.html
La Nouvelle Vie de Paul Sneijder,https://fr.wikipedia.org/wiki/La_Nouvelle_Vie_de_Paul_Sneijder,2016,https://www.imdb.com/title/tt4720654,https://www.allocine.fr/film/fichefilm_gen_cfilm=243546.html
Celui qu'on attendait,https://fr.wikipedia.org/wiki/Celui_qu%27on_attendait,2016,https://www.imdb.com/title/tt5717484,https://www.allocine.fr/film/fichefilm_gen_cfilm=243544.html
Dans les forêts de Sibérie,https://fr.wikipedia.org/wiki/Dans_les_for%C3%AAts_de_Sib%C3%A9rie_(film),2016,https://www.imdb.com/title/tt4643432,https://www.allocine.fr/film/fichefilm_gen_cfilm=234346.html
L'Outsider,"https://fr.wikipedia.org/wiki/L%27Outsider_(film,_2016)",2016,https://www.imdb.com/title/tt5114984,https://www.allocine.fr/film/fichefilm_gen_cfilm=225647.html
Camping 3,https://fr.wikipedia.org/wiki/Camping_3,2016,https://www.imdb.com/title/tt4979860,https://www.allocine.fr/film/fichefilm_gen_cfilm=209487.html
Débarquement immédiat,https://fr.wikipedia.org/wiki/D%C3%A9barquement_imm%C3%A9diat,2016,https://www.imdb.com/title/tt5597946,https://www.allocine.fr/film/fichefilm_gen_cfilm=231738.html
À tous les vents du ciel,https://fr.wikipedia.org/wiki/%C3%80_tous_les_vents_du_ciel,2016,https://www.imdb.com/title/tt4466908,https://www.allocine.fr/film/fichefilm_gen_cfilm=241161.html
Ma vie de chat,https://fr.wikipedia.org/wiki/Ma_vie_de_chat,2016,https://www.imdb.com/title/tt4383594,https://www.allocine.fr/film/fichefilm_gen_cfilm=234622.html
La Folle Histoire de Max et Léon,https://fr.wikipedia.org/wiki/La_Folle_Histoire_de_Max_et_L%C3%A9on,2016,https://www.imdb.com/title/tt5091538,https://www.allocine.fr/film/fichefilm_gen_cfilm=241480.html
Radin !,https://fr.wikipedia.org/wiki/Radin_!,2016,https://www.imdb.com/title/tt5253294,https://www.allocine.fr/film/fichefilm_gen_cfilm=243329.html
L'Odyssée,https://fr.wikipedia.org/wiki/L%27Odyss%C3%A9e_(film),2016,https://www.imdb.com/title/tt1659619,https://www.allocine.fr/film/fichefilm_gen_cfilm=189535.html
Une vie,"https://fr.wikipedia.org/wiki/Une_vie_(film,_2016)",2016,https://www.imdb.com/title/tt5078134,https://www.allocine.fr/film/fichefilm_gen_cfilm=230083.html
Oppression,https://fr.wikipedia.org/wiki/Oppression_(film),2016,https://www.imdb.com/title/tt2582500,https://www.allocine.fr/film/fichefilm_gen_cfilm=236006.html
Faut pas lui dire,https://fr.wikipedia.org/wiki/Faut_pas_lui_dire,2017,https://www.imdb.com/title/tt4428714,https://www.allocine.fr/film/fichefilm_gen_cfilm=241116.html
Mes trésors,https://fr.wikipedia.org/wiki/Mes_tr%C3%A9sors,2017,https://www.imdb.com/title/tt5286268,https://www.allocine.fr/film/fichefilm_gen_cfilm=243879.html
Primaire,https://fr.wikipedia.org/wiki/Primaire_(film),2017,https://www.imdb.com/title/tt5180240,https://www.allocine.fr/film/fichefilm_gen_cfilm=244060.html
Le Parc,https://fr.wikipedia.org/wiki/Le_Parc_(film),2017,https://www.imdb.com/title/tt5698578,https://www.allocine.fr/film/fichefilm_gen_cfilm=245919.html
Dalida,https://fr.wikipedia.org/wiki/Dalida_(film),2017,https://www.imdb.com/title/tt5039860,https://www.allocine.fr/film/fichefilm_gen_cfilm=190557.html
Ouvert la nuit,https://fr.wikipedia.org/wiki/Ouvert_la_nuit,2017,https://www.imdb.com/title/tt5252396,https://www.allocine.fr/film/fichefilm_gen_cfilm=241693.html
La Mécanique de l'ombre,https://fr.wikipedia.org/wiki/La_M%C3%A9canique_de_l%27ombre,2017,https://www.imdb.com/title/tt5231916,https://www.allocine.fr/film/fichefilm_gen_cfilm=242588.html
Un jour mon prince,https://fr.wikipedia.org/wiki/Un_jour_mon_prince,2017,https://www.imdb.com/title/tt4835472,https://www.allocine.fr/film/fichefilm_gen_cfilm=247988.html
Le Divan de Staline,https://fr.wikipedia.org/wiki/Le_Divan_de_Staline,2017,https://www.imdb.com/title/tt5287852,https://www.allocine.fr/film/fichefilm_gen_cfilm=243976.html
